AppID,ReviewID,Author,Review,Recommended,VotesUp,VotesFunny,PostedDate
3409570,189034666,76561199483805980,"Good, clean, silly fun! [i]Bricks Smasher[/i] feels like a combination of Robotron and Arkanoid. You're a little dude with a bat who runs around smacking balls into bricks that are baddies.    To assist you are power-ups like moving faster and having a bigger bat, along with enhanced balls such as a chicken that lays 'egg' mini balls, a cowboy ball that shoots, and a bomb that makes explosions on contact. As the levels progress, the 'bricks' get more numerous and tougher, and even start shooting back!    Completing a 'round' of play unlocks new characters with different starting abilities. I really enjoyed playing as them because they add a different challenge—and some are just a riot!    Overall, this game delivered exactly on the experience that I thought it would.😊 Bravo!",True,1,0,1740813811
3409700,186347944,76561198991875232,"I loved the art style and music. I love the look of the story line and how it can be interpreted in different way's depending on your choices. It is just a demo, but I got a lot of fun out of it and was very invested in the different pathways. My only criticism is that the English version has a few typos or errors in sentences, but they can be very easily fixed. I look forward to the full release of the game! I will definitely be playing it :3",True,1,0,1737782504
3409750,192050113,76561198973629547,Very interesting game. Strategic mode is my favourite currently but I look forward to seeing more modes and playstyles!,True,1,0,1743864215
3409750,191604297,76561198941797474,"(I've been playing this on itch.io for a while now so that's why it doesn't say I have many hours). This game is so simple but at the same time so hard, It's like Balatro but with more math and strategy and less art. If you suck at doing math you will probably suck at this game, so don't go leaving bad reviews because of your own capabilities. There are already multiple game modes with more to come in the future so I will be waiting for that in the full game, a suggestion I have for the future is some kind of 1v1 multiplayer mode with some sort of ranked mmr but that would only happen if there is a large active playerbase. Overall this game is fun, unique, and re-playable, so definitely give it a shot especially because the demo is free.",True,1,0,1743373022
3409750,189258437,76561198261537547,"Very good game the best mode is strategy I suggest adding card upgrade functions (gold, rainbow, silver) It would be nice if there was a Polish language on the premiere I'm waiting for the game",True,1,0,1741001983
3409750,189140776,76561198051664618,"Pretty decent game, but I'd prefer if it provided some progression, such as unlocks or higher-rarity cards/abilities. There's also not much to do once you get a big turn except to sit around re-rolling the shop for upgrades for ages - at one point I spent over 10 minutes just re-rolling the shop after increasing my money from 10^15 to 10^21 in a single turn. As it is now, the game is simply ""big number go up"" and lacks longevity as a roguelite deckbuilder to me.",True,0,0,1740897624
3409750,188992081,76561198431843197,"Its a cool game, literally balatro but math",True,2,0,1740777358
3409750,188706660,76561198044949940,"The most stripped down incremental game I've seen (not an insult). This makes Idle Dice look like a big studio AAA release and scratches the ""Number Go Up"" part of your brain. In demo, some of the mechanics are difficult to parse, too weak to play (looking at you coin flip), or too weak for the end game build. I'm interested to see where this goes, especially end game builds outside of exponential growth. I know there can be cool builds with specific number positioning or D6/coin flip mechanic, they need more support to push bigger scores (or I'm missing it).",True,1,0,1740463065
3409750,188372207,76561198244151428,top 40 in the world babyyyyy,True,0,1,1740093465
3409750,188294251,76561198141707175,"Very decent game with a lot of promise. It does feel a bit lacking in variety of cards to draw, and I find the game gets fairly repetitive after a few rounds as a result, but its listed as a demo for a reason. The core concept of the gameplay, and the dopamine rush seeing your cards draw in the perfect order to get an insane score is where most of the fun comes from, understandably the demo doesn't feel 100% fleshed out. Would definitely recommend downloading this and giving it a try, and if you find the first couple of rounds fun its probably worth a wishlist",True,1,0,1739998057
3409750,188209921,76561198177209635,"There's nothing I need, there's nothing I want, there's just me and a deck of cards...  As the cards lay in front of me I just think to myself [i][b]just one more draw.[/b][/i]",True,0,1,1739906469
3409750,188094271,76561198799146619,"The Strategic game mode is amazing! I would highly recommend playing the Strategic game mode over the relaxing game mode. It's very fun, especially if you dig math!",True,1,0,1739759590
3409750,188012437,76561199194747231,"Good game, though I've got terrible luck",True,1,0,1739674812
3409750,187926410,76561198242514480,feels to random.  Getting the coins to go up in a consistent manner doesn't seem to be occurring.  What I can buy is often time pointless.  I can afford things that I don't need and I can't afford things that I want.  What is the point of telling me I can buy something that is over a million when each turn I'm getting in the hundreds?    If I'm earning X then nothing should be more than Y*X where Y is the maximum number of turns that you think I should have to wait.  Scale the cards to what I can reasonable afford.,False,0,1,1739583513
3409750,187737423,76561198844824392,"Really fun and addicting concept, but i think the beuty lies in the stratigizing deck builds and so i think that there are too many chance cards. Dice are alright since u always get something basicly and it still feels kinda mathy. But the coins are a pretty bad mechanic in this type of game if you ask me. Your not supposed to do math by flipping coins.",True,0,0,1739320239
3409750,187574912,76561199234735869,its a fun rng but strategy game that doesnt require much thinking.,True,1,0,1739124807
3409750,187510687,76561198335839461,i dont know if its the gambling or the crazy high numbers that turn me on.,True,2,1,1739060303
3409750,187399033,76561198130787231,1. Watched a video about this game 2. Played one round 3. Got 69. place 4. nice,True,0,1,1738951245
3409750,187392518,76561198046617094,Need more and bigger exponents...,True,1,0,1738945557
3409750,187359591,76561198168070013,"Good concept, but still need a lot of refining.  I would recommend a few things that I felt I needed. 1) Some way to swap or upgrade a bunch of cards at once. It takes too long to sap all o my starting +N or xN cards to make first cool combo, it would be nice to have some effect that upgrades their value or swaps them for a bunch of random but not too risky cards. Yes, you have some abilities, but aside them being expensive, I'm talking about some effect that you can consistently use in every run. 2)Counter that shows maximum and minimum potential value of a card when you zoom in. It's fun to calculate stuff, but not when it's your 10's refresh of a shop and you are looking for a specific thing. 3)Stop the draws if you hit especially lucky combo. Sometimes you press space multiple times to grind money, it would be nice if a game stopped when multiple cards lined their effects up. ""Wait, I got a billion? When? How?""  Also Ukrainian language at the release would be really nice:)",True,1,0,1738910750
3409750,187262679,76561198827371967,"insanely addicting, but very limited in content right now. once you figure out the technique for scoring a high score, that becomes all you can really do. game is very promising and i would recommend it heavily",True,5,0,1738805761
3409750,187227632,76561198066462299,"If you're easily addicted to games, then I'd stay away from this one, because it is very fun and very repayable. The first day I played this I played off and on for 5 hours! It's a great game.",True,1,0,1738768556
3409750,187225931,76561199025151506,"Okay, I get it. I'm a fucking nerd. Yeah, I love math. Obviously there is significant room to grow as this is a bare-bones demo. That won't stop me from enjoying it though! I honestly think that adding additional card spots to the right-hand side of the board vice the left would feel much, much better. Right now, having a good setup in strategic mode feels punishing rather than rewarding when a new card slot is unlocked.",True,1,0,1738767035
3409750,187218056,76561199224348374,"I am feeling mixed about this game, overall pretty intresting idea and good implementation to some point. Starting with game modes: all avalible seem intresting, but for me idle and relaxing seems too random, like im hoping that i will get good items in shop and then i NEED to hope for best outcome in auto draw with fixated slide to left, i see no point in theese game modes rn. The strategic mode on other hand is good and enjoyable, with all implemented mechanics it's engaging to play around with different cards and combos you could find. And i could'nt say that about abilities, yes there many of them but 85% of them are just ""repaint"" of first, and many abilities are super narrowly focused, litteraly unplayable with most of builds. For unimplemented modes i could only say that they seem interesting. The game has alot things to fix/balance/implement until it's release, and one of things that i would like to see is some sort of new characters, new decks to play with, wich will have diffrent starting cards (or ability) and of course new cards to mess around with. Definitely adding it to wishlist.",True,0,0,1738759125
3409750,187196513,76561197979222381,"Card Draw (while not the most creatively named game) is an excellent and thoroughly enjoyable demo. I found the strategic mode to be much more fun than either other mode, rewarding creative plays and forcing you to constantly reevaluate your tactics instead of allowing you to stick to a single one the whole game. In my time playing this demo, I didn't encounter any bugs or issues of any kind, though I was surprised at how much reading was required. Not necessarily a bad thing, just... takes some getting used to. I look forward to this game's full release.",True,2,0,1738728817
3409750,187125538,76561198036935684,"The game premise looks promising. Looking forward to future updates, esp. the idle mode that is deemed to come in a day or so?",True,1,0,1738648912
3409750,187120456,76561198318553886,Looks like math is my new passion,True,1,0,1738641201
3409750,187115559,76561198030789042,"I tried this based off a YT video. I think it has potential, but honestly, it kind of sucks. It feels way too hard to build a meaningful deck. I tried a handful of games at the recommended settings (relaxed, 500 turns) and only once did I manage to break into the millions. The card buy system is ridiculously off the charts: some cards are very overpriced for their weak effects, and other cards that would be useful are forever out of reach due to their price at the game stage you're at. To make it worse, every time the shop is rerolled, the cost of the cards increases. compounding the problem. I've uninstalled and don't plan to look back.",False,1,0,1738634467
3409750,185652064,76561198086384854,"Big numbers go brrrr  This is awesome and scratches a newfound itch I didn't know I had.   The UI is clean, the music is relaxing, the controls (for the most part, some of the menu controls trip me up) are intuitive. The function of every card is concise yet clear.   Excited for full release.",True,1,0,1736955658
3409750,185131326,76561198358834248,I'm bad at math but the game is good,True,0,0,1736364498
3409750,184675923,76561198003351091,Should be used in school to make maths more popular.,True,2,0,1735936633
3409750,184609072,76561198163780906,"What a cozy little demo! I absolutely enjoyed the idea of further mixing math and cards! It doesn't help that the addition of equations and abilities add synergies and new ways to develop the course of the game. It's definitely a rather unique one.  Pros: + A clear interface with readable font! (oh, thank you! I've quit too many games because of unreadable font/font sizes.) + Soft music that isn't intrusive and rather enjoyable to zone out to. + The cards, for the most part, are understandable and easy to learn. + It's a game you can spend extra time on when you're looking to kill time or fill up space.  Cons: - The wording of the ability cards can get a little muddy or confusing if you haven't discovered some things. (or, if you're dumb like me.) - The chips flying upper right towards the screen did give me a minor headache (I get motion sickness from games so there's that.) - Some folks might find the white against black too striking. It was daunting for me after some time.  All in all, I do recommend folks to try out the demo! It's rather charming~",True,2,0,1735892384
3409750,184462779,76561198130492156,"I feel like there's too much luck involved in the early picks. Perhaps there could be a daily leaderboard, rather than a global one, where everyone has access to the same cards.  Also, it takes too long before I can start thinking about synergies, which is the fun part. Perhaps the ability cards could start getting distributed sooner.",True,1,0,1735762742
3409750,184433719,76561198286025532,"Maybe I'll just have to wait until the full game releases and I see the Adventure, Deckbuilder, and Challenge Modes, but the game is honestly just kind of boring. The foundation for a decent puzzle rogue-like is there with the Strategic Mode, but I'm not really seeing the complete picture right now.  I get that there is supposed to be a strategic use of buying stuff since it directly takes from your score, but I have zero incentive to care especially in things like relaxed mode where you can't manually place the cards you draw. What would be the basis of ""passing"" a level? Reaching a certain score? Buying your way into the next level? Score and money generated should be separate in that case  I'll watch its development, but if this is anything to go by, I don't know if it's a buy from me",True,4,0,1735741935
3409750,184264632,76561198132253917,"Fun little game that really makes the ""big number go brrr"" part of my brain happy. Not sure I'd really call it a roguelike, as the only real objective as of the time of this review is to just get as high a score as you can, but that doesn't make it less fun. Clearly a project of passion for the solo dev, so it'll be fun to see how it turns out!",True,1,0,1735599352
3409750,184035875,76561198981295236,"insane unhinged game, made me do math, very cool",True,1,0,1735424479
3409750,183840439,76561198930447964,"gaming and maths, what more could i ask for?",True,1,0,1735272018
3409750,183627165,76561198406057638,im extremely bad at math,True,2,0,1735109798
3409750,183585644,76561198129605467,Imagine gambling but you never run out of money. I forgot to eat and drink for 4 hours while playing. 10/10,True,1,0,1735062950
